aid,year,gpa,pvt,grad,fam_mig,fam_inc,fam_edu
92676351,1992,1.929,104,1,0.99,0.911,0.879
92676356,1992,2.643,119,1,0.994,0.916,0.947
92676421,1994,1.333,90,1,0.875,0.905,0.957
92676556,1992,2.889,91,1,0.767,0.827,0.73
92678179,1993,2,77,1,0.926,0.935,0.871
92710091,1996,2.75,82,1,0.788,0.823,0.804
92710191,1995,3.417,102,1,0.503,0.923,0.894
92710199,1996,1,86,1,0.606,0.931,0.827
92710291,1995,2.333,82,1,0.701,0.887,0.799
92710398,1996,2.417,108,1,0.924,0.913,0.782
92710581,1994,0.286,91,0,0.922,0.878,0.616
92710916,1995,2.188,77,1,0.917,0.949,0.814
92710936,1995,3.438,114,1,0.769,0.947,0.781
92710999,1996,2.333,94,1,0.646,0.852,0.95
92711067,1996,3.308,120,1,0.888,0.949,0.991
92711974,1995,1.75,95,1,0.695,0.938,0.873
92712044,1996,3.125,103,1,0.875,0.921,0.829
92712148,1996,1.889,94,1,0.94,0.897,0.944
92712242,1996,3.556,107,1,0.972,0.885,0.769
92712391,1996,3.214,99,1,0.921,0.938,0.836
92712919,1995,0,86,1,0.731,0.93,0.825
92712993,1995,2.538,99,1,0.921,0.938,0.836
92712996,1995,3.071,90,1,0.921,0.938,0.836
92712998,1995,1.929,99,1,0.921,0.938,0.836
92713132,1996,2.636,107,1,0.846,0.951,0.922
92713191,1995,3.571,116,1,0.804,0.969,0.919
92713198,1995,3.286,119,1,0.751,0.943,0.69
92713293,1995,3.714,91,1,0.821,0.909,0.766
92713391,1996,4,115,1,0.765,0.918,0.911
92713399,1996,3.4,106,1,0.751,0.943,0.69
92713936,1996,2.143,110,1,0.74,0.915,0.605
92714112,1996,1.167,82,1,0.781,0.903,0.794
92714199,1996,3,103,1,0.702,0.905,0.72
92714330,1996,2.9,116,1,0.642,0.891,0.854
92714880,1996,2.714,102,1,0.654,0.873,0.753
92714895,1996,1.615,81,1,0.808,0.862,0.64
92714927,1996,2.4,122,1,0.942,0.911,0.95
92714932,1995,2.125,83,1,0.951,0.943,0.84
92715121,1996,2.133,111,0,0.605,0.939,0.835
92715259,1995,0.857,89,1,0.458,0.924,0.926
92715321,1996,1.4,82,1,0.667,0.936,0.841
92715357,1996,1.308,87,0,0.765,0.883,0.885
92715399,1995,3.5,106,1,0.912,0.895,0.933
92715896,1996,3.071,110,1,0.938,0.904,0.881
92715931,1995,3.333,100,1,0.887,0.887,0.871
92715935,1996,3.375,106,1,0.834,0.892,0.731
92715936,1995,3,73,1,0.957,0.908,0.88
92715984,1995,3.857,100,1,0.637,0.96,0.846
92715998,1996,3.417,112,1,0.947,0.928,0.869
92716288,1995,1,122,0,0.983,0.952,0.911
92716313,1995,2.357,107,1,0.909,0.772,0.807
92716332,1995,3.412,112,1,0.977,0.901,0.904
92716333,1996,1.3,91,1,0.885,0.909,0.954
92716353,1995,2.333,116,1,0.985,0.943,0.785
92716360,1996,2.917,85,1,0.959,0.903,0.742
92716390,1995,1.462,95,1,0.713,0.924,0.859
92716883,1996,2.5,104,1,0.907,0.927,0.806
92716901,1995,3.083,114,1,0.933,0.826,0.855
92716902,1995,3.769,119,1,0.933,0.826,0.855
92716903,1995,4,103,1,0.792,0.851,0.842
92716909,1996,3.917,119,1,0.895,0.794,0.849
92716936,1995,2.778,81,1,0.971,0.923,0.939
92716971,1995,3.333,108,1,0.673,0.956,0.866
92716976,1996,3.385,75,1,0.673,0.956,0.866
92716985,1995,2.25,122,1,0.96,0.932,0.765
92717166,1995,2.429,82,1,0.56,0.911,0.876
92717265,1994,2.786,104,1,0.83,0.964,0.929
92717862,1996,3.133,122,1,0.647,0.931,0.832
92717866,1996,2.538,77,1,0.678,0.927,0.886
92717911,1996,4,110,1,0.811,0.937,0.876
92717912,1996,3.929,82,1,0.699,0.971,0.878
92717915,1996,3.929,120,1,0.811,0.937,0.876
92717916,1995,1.929,104,1,0.811,0.937,0.876
92717917,1996,1.857,90,0,0.811,0.937,0.876
92717918,1996,3.643,104,1,0.811,0.937,0.876
92718027,1995,2.833,83,1,0.901,0.906,0.905
92718126,1995,0.333,64,1,0.812,0.916,0.98
92718265,1995,3.3,99,1,0.851,0.897,0.728
92718307,1996,2.625,118,1,0.602,0.938,0.865
92718324,1996,2.833,89,1,0.926,0.926,0.909
92718344,1995,3.625,96,1,0.966,0.927,0.833
92718370,1995,2.333,106,1,0.731,0.862,0.793
92718374,1995,1.909,82,1,0.731,0.862,0.793
92718925,1996,1.615,83,1,0.627,0.965,0.807
92718978,1995,2.25,104,1,0.898,0.897,0.768
92719971,1995,2.667,99,1,0.76,0.895,0.808
92719975,1995,2.5,112,1,0.836,0.948,0.83
92719979,1996,3.182,110,1,0.819,0.952,0.803
93316052,1995,1.583,74,1,0.975,0.913,0.87
93374973,1996,3.625,112,1,0.837,0.935,0.895
93374975,1995,2.375,106,1,0.694,0.927,0.905
93374978,1995,3.444,118,1,0.817,0.919,0.883
93500385,1993,3.571,119,1,0.974,0.924,0.887
93500514,1992,3.333,108,0,0.87,0.937,0.993
93500915,1991,2.25,86,0,0.917,0.881,0.81
93500977,1991,3.5,108,1,0.964,0.883,0.903
93503030,1992,2.077,103,1,0.914,0.933,0.864
93503507,1994,3.167,73,1,0.877,0.949,0.839
93504001,1992,2.583,98,1,0.721,0.89,0.962
93504281,1993,3.167,104,1,0.907,0.948,0.805
93504404,1992,3,118,1,0.646,0.914,0.879
93504600,1992,3.2,115,1,0.43,0.95,0.898
93504605,1996,2.857,116,1,0.572,0.89,0.886
93504823,1994,3.267,119,1,0.735,0.874,0.909
93504990,1991,1.923,118,1,0.852,0.873,0.685
93506053,1994,3.2,107,1,0.954,0.91,0.905
93506129,1992,2.133,102,1,0.739,0.959,0.92
93506150,1993,4,119,1,0.907,0.931,0.9
93506226,1994,4,93,1,0.99,0.852,0.885
93506242,1992,3.083,83,1,0.955,0.906,0.974
93506265,1992,3.833,104,1,0.611,0.839,0.672
93506273,1994,2.917,91,1,0.94,0.915,0.777
93506290,1993,2.167,94,1,0.691,0.947,0.98
93506340,1991,2,89,1,0.955,0.906,0.974
93506345,1993,1.75,79,1,0.955,0.906,0.974
93506487,1994,2.583,90,1,0.765,0.923,0.908
93506573,1993,3.857,116,1,0.993,0.89,0.799
93506722,1993,0,100,1,0.983,0.938,0.955
93506930,1993,1.063,100,1,0.87,0.956,0.952
93507312,1993,3.583,110,1,0.817,0.951,0.884
93508287,1994,0.308,79,0,0.814,0.945,0.956
93508623,1994,1.286,73,1,0.81,0.931,0.919
93540151,1994,1.231,73,1,0.778,0.939,0.947
93544901,1992,3.333,116,1,0.656,0.886,0.824
93544923,1993,0.25,87,0,0.839,0.831,0.748
93546224,1994,1.556,106,1,0.871,0.868,0.928
93548877,1991,1.444,77,0,0.762,0.764,0.837
93570097,1993,4,120,1,0.924,0.913,0.782
93570194,1991,3.667,94,1,0.701,0.887,0.799
93570223,1992,2.5,102,1,0.957,0.811,0.88
93570226,1994,2.25,87,1,0.839,0.905,0.881
93570292,1994,2.7,91,1,0.646,0.852,0.95
93570295,1993,1.333,99,1,0.646,0.852,0.95
93570335,1993,3.615,107,1,0.726,0.922,0.906
93570426,1991,1.167,110,1,0.823,0.908,0.727
93570432,1992,3.857,119,1,0.86,0.905,0.906
93570521,1993,2.667,96,1,0.516,0.932,0.823
93570581,1992,1.571,104,1,0.944,0.876,0.81
93570695,1994,1.917,111,1,0.795,0.891,0.807
93570696,1992,3.417,100,1,0.924,0.913,0.782
93570721,1994,4,115,1,0.694,0.961,0.796
93570787,1992,3.571,108,1,0.991,0.907,0.857
93570929,1992,3.444,102,1,0.694,0.961,0.796
93571010,1993,3.125,115,1,0.707,0.93,0.859
93571016,1996,3.067,106,1,0.904,0.931,0.835
93571060,1991,2.667,90,1,0.946,0.911,0.869
93571114,1995,3.125,115,1,0.688,0.934,0.9
93571153,1991,3.286,116,1,0.958,0.929,0.827
93571216,1993,3.75,110,1,0.904,0.931,0.835
93571301,1995,2.143,108,1,0.887,0.9,0.878
93571452,1992,4,115,1,0.697,0.909,0.866
93571469,1993,2,98,1,0.873,0.903,0.92
93571474,1991,0.538,87,1,0.857,0.957,0.926
93571475,1991,0.818,87,1,0.87,0.976,0.919
93571506,1994,0.714,107,1,0.527,0.928,0.857
93571707,1994,2.429,106,1,0.622,0.911,0.818
93571769,1993,3.5,116,1,0.908,0.91,0.896
93571806,1993,1.75,106,1,0.704,0.913,0.87
93571857,1993,2,108,1,0.793,0.891,0.872
93571862,1993,3.444,104,1,0.946,0.911,0.869
93571911,1991,2.571,104,1,0.875,0.858,0.903
93572076,1992,2.538,93,1,0.702,0.949,0.816
93572102,1992,2.333,104,1,0.638,0.924,0.906
93572118,1993,2.5,79,1,0.853,0.869,0.865
93572140,1992,3.667,104,1,0.888,0.876,0.851
93572164,1993,3.714,103,1,0.859,0.936,0.914
93572169,1993,2.583,106,1,0.859,0.936,0.914
93572200,1991,4,106,1,0.809,0.91,0.779
93572225,1993,1.571,103,1,0.589,0.887,0.836
93572227,1993,1.571,69,1,0.589,0.887,0.836
93572276,1996,3.333,79,1,0.643,0.94,0.852
93572283,1994,3.941,107,1,0.919,0.952,0.919
93572284,1995,2.563,90,1,0.744,0.94,0.936
93572287,1995,1.625,100,0,0.569,0.958,0.839
93572290,1993,3.286,108,1,0.921,0.938,0.836
93572342,1993,2.167,91,1,0.972,0.885,0.769
93572346,1994,2.857,93,1,0.855,0.91,0.856
93572365,1992,2.643,106,1,0.797,0.943,0.986
93572371,1993,1.857,91,1,0.919,0.889,0.771
93572376,1992,2.556,118,1,0.786,0.945,0.864
93572388,1993,2.063,98,1,0.462,0.922,0.822
93572389,1992,3.313,83,1,0.919,0.952,0.919
93572390,1994,2.462,102,1,0.921,0.938,0.836
93572391,1992,3.286,118,1,0.852,0.937,0.836
93572393,1994,3.214,103,1,0.852,0.937,0.836
93572443,1993,3.5,107,0,0.855,0.91,0.856
93572448,1991,2.667,118,1,0.888,0.876,0.851
93572802,1992,4,114,1,0.638,0.924,0.906
93572804,1991,3,98,1,0.796,0.92,0.883
93572910,1994,3.083,118,1,0.777,0.958,0.79
93572941,1993,2,91,1,0.972,0.885,0.769
93572948,1991,2.333,103,1,0.685,0.91,0.811
93572975,1993,2.25,98,1,0.763,0.896,0.826
93572977,1992,2.636,89,1,0.82,0.858,0.772
93572988,1994,1.75,83,1,0.699,0.949,0.921
93573115,1992,2,100,0,0.935,0.931,0.856
93573190,1994,1.143,83,1,0.823,0.934,0.805
93573496,1994,4,120,1,0.608,0.954,0.798
93573618,1995,2.125,96,1,0.856,0.927,0.901
93573631,1993,2.533,107,1,0.909,0.939,0.814
93573639,1992,4,120,1,0.638,0.934,0.402
93573694,1992,3.5,90,1,0.823,0.934,0.805
93573699,1995,1.875,83,1,0.952,0.968,0.975
93573916,1996,2.786,103,1,0.701,0.929,0.909
93573950,1996,3.063,108,1,0.872,0.931,0.878
93573951,1994,3.267,108,1,0.833,0.841,0.845
93573959,1992,2.917,108,1,0.987,0.934,0.834
93574023,1991,2.357,114,1,0.967,0.781,0.933
93574203,1991,3.286,114,1,0.572,0.91,0.783
93574247,1991,3.833,107,1,0.956,0.913,0.873
93574300,1991,3.333,111,1,0.828,0.939,0.879
93574426,1992,2.429,100,1,0.678,0.839,0.753
93574434,1991,2.667,91,1,0.896,0.901,0.796
93574520,1993,3.133,104,1,0.971,0.909,0.841
93574605,1993,2.5,116,1,0.519,0.949,0.854
93574688,1992,2,87,1,0.812,0.896,0.742
93574791,1993,1.917,91,1,0.847,0.903,0.883
93574885,1991,3.929,106,1,0.907,0.948,0.805
93575027,1994,1.857,85,1,0.629,0.947,0.882
93575084,1993,2.667,91,1,0.834,0.918,0.89
93575117,1994,3.75,115,1,0.645,0.873,0.856
93575122,1994,2.375,106,1,0.629,0.947,0.882
93575124,1991,2.143,91,1,0.744,0.944,0.797
93575158,1991,2.154,79,1,0.676,0.908,0.727
93575181,1991,2.917,112,1,0.815,0.887,0.786
93575184,1994,3.231,111,1,0.525,0.915,0.994
93575232,1993,2.647,114,1,0.753,0.899,0.929
93575233,1992,2.875,115,1,0.834,0.892,0.731
93575244,1995,2.765,98,1,0.809,0.93,0.951
93575248,1992,3.938,116,1,0.599,0.931,0.871
93575290,1994,3.643,102,1,0.732,0.919,0.892
93575336,1994,2.4,107,1,0.942,0.963,0.889
93575354,1992,0.1,89,0,0.766,0.955,0.935
93575384,1991,3.385,108,1,0.637,0.96,0.846
93575385,1993,2.667,93,1,0.781,0.934,0.823
93575389,1992,2.167,112,1,0.781,0.934,0.823
93575395,1994,2.643,77,1,0.911,0.935,0.926
93575398,1993,4,115,1,0.914,0.927,0.89
93575400,1994,3.625,112,1,0.721,0.912,0.952
93575403,1995,2.625,95,1,0.735,0.864,0.946
93575407,1991,4,119,1,0.754,0.944,0.923
93575425,1994,1.875,90,1,0.691,0.941,0.863
93575624,1991,1.5,81,1,0.663,0.928,0.893
93575625,1994,2.688,75,1,0.605,0.939,0.835
93575804,1996,3.375,112,1,0.926,0.956,0.918
93575809,1993,2.625,95,1,0.983,0.939,0.936
93575820,1994,1,86,0,0.744,0.944,0.797
93575946,1995,2.125,102,0,0.85,0.943,0.965
93575948,1991,3.316,103,1,0.704,0.934,0.835
93575964,1991,3.429,119,1,0.26,0.894,0.974
93575980,1994,3.6,104,0,0.981,0.83,0.646
93575983,1992,2.462,111,1,0.781,0.934,0.823
93576009,1994,2.667,104,1,0.738,0.834,0.827
93576196,1993,3.917,110,1,0.824,0.936,0.976
93576343,1994,3.333,85,0,0.916,0.925,0.878
93576458,1992,3,103,1,0.583,0.927,0.867
93576488,1993,2,106,1,0.798,0.919,0.862
93576534,1991,4,115,1,0.65,0.717,0.535
93576538,1992,4,119,1,0.715,0.884,0.65
93576574,1994,2.583,90,1,0.987,0.922,0.815
93576638,1991,3.933,108,1,0.738,0.946,0.81
93576741,1995,2.692,75,1,0.704,0.894,0.946
93576803,1993,2.643,106,1,0.973,0.94,0.822
93576898,1991,0,96,1,0.837,0.947,0.98
93576924,1993,1.118,86,1,0.947,0.949,0.826
93577057,1991,2.286,107,1,0.864,0.952,0.881
93577123,1996,3.417,119,1,0.804,0.922,0.67
93577126,1991,3.375,118,1,0.831,0.957,0.945
93577151,1991,2.667,83,1,0.861,0.885,0.835
93577157,1992,3.167,94,1,0.995,0.864,0.92
93577184,1994,3.591,107,1,0.885,0.966,0.871
93577262,1992,3.167,102,1,0.678,0.927,0.886
93577320,1991,2.333,119,1,0.995,0.934,0.795
93577321,1996,2.417,112,1,0.467,0.973,0.948
93577922,1994,2.571,108,1,0.798,0.929,0.778
93578019,1993,4,118,1,0.982,0.91,0.894
93578025,1991,2.214,104,1,0.974,0.927,0.909
93578040,1994,3.25,98,1,0.961,0.909,0.873
93578082,1992,2.5,79,1,0.961,0.93,0.97
93578116,1994,3.375,89,1,0.855,0.936,0.904
93578142,1992,0.75,90,0,0.899,0.882,0.79
93578170,1994,2.636,96,1,0.926,0.932,0.845
93578217,1992,1.833,94,1,0.557,0.948,0.921
93578231,1994,3.167,119,1,0.909,0.915,0.944
93578249,1992,1.889,106,1,0.89,0.945,0.903
93578290,1992,2.917,79,1,0.543,0.933,0.72
93578314,1994,2.625,96,1,0.847,0.955,0.856
93578315,1993,1.5,81,1,0.788,0.927,0.935
93578347,1994,3.111,119,1,0.77,0.937,0.81
93578413,1991,2.5,112,1,0.632,0.937,0.751
93578435,1991,3.667,118,1,0.941,0.925,0.904
93578447,1994,3.556,104,1,0.903,0.948,0.868
93578493,1993,1.75,104,1,0.743,0.919,0.69
93578500,1994,1.75,73,1,0.56,0.909,0.945
93578536,1994,3.5,112,1,0.941,0.925,0.904
93578537,1992,2.2,95,1,0.941,0.925,0.904
93578548,1993,3.25,100,1,0.675,0.946,0.938
93578685,1991,0.667,77,1,0.961,0.93,0.97
93578693,1992,1,81,1,0.678,0.945,0.893
93578741,1991,2.875,116,1,0.89,0.945,0.903
93578861,1993,0.7,116,1,0.678,0.905,0.787
93578937,1994,2.286,107,1,0.908,0.901,0.862
93579239,1992,1.625,90,1,0.866,0.932,0.948
93579267,1992,1.417,104,1,0.733,0.956,0.859
93579273,1992,2.083,85,1,0.836,0.948,0.83
93579278,1993,1,82,1,0.346,0.923,0.858
93579292,1991,2.167,104,1,0.591,0.958,0.878
93579379,1992,1.25,104,1,0.836,0.948,0.83
93579934,1994,3.375,114,1,0.779,0.944,0.984
93579938,1993,2.5,87,1,0.947,0.899,0.946
93579949,1991,1.333,89,0,0.979,0.921,0.697
93579961,1995,2.083,91,1,0.899,0.952,0.833
93579963,1993,3.385,102,1,0.815,0.971,0.909
93579966,1994,1.833,104,0,0.718,0.943,0.932
93579982,1992,2.857,104,0,0.941,0.834,0.816
93579988,1996,2.533,94,1,0.862,0.92,0.872
93579993,1994,3.1,94,1,0.795,0.938,0.838
93579994,1992,3,112,1,0.738,0.952,0.798
93579999,1992,3.25,106,1,0.738,0.952,0.798
93593001,1994,1.455,89,1,0.888,0.947,0.587
93606726,1993,4,116,1,0.785,0.891,0.816
93608178,1993,2.667,87,1,0.883,0.915,0.832
93614072,1991,2.833,56,1,0.896,0.939,0.806
93614271,1992,2.625,103,1,0.694,0.943,0.963
93614974,1993,1.571,106,1,0.794,0.934,0.833
93614977,1994,2.75,115,1,0.616,0.862,0.781
93619164,1995,2.714,119,1,0.816,0.98,0.881
93619267,1996,3.688,114,1,0.875,0.87,0.801
93619360,1996,3,104,1,0.764,0.847,0.51
93619361,1996,2.688,103,1,0.816,0.98,0.881
93619466,1995,1.875,93,1,0.928,0.958,0.93
93619861,1995,1.667,111,1,0.928,0.958,0.93
93624272,1993,3.25,112,1,0.838,0.946,0.903
93624972,1991,3,118,1,0.646,0.942,0.911
93676125,1993,2.5,104,1,0.884,0.907,0.872
93676351,1994,3.038,115,1,0.981,0.94,0.984
93676754,1991,1.643,115,1,0.879,0.933,0.992
93678272,1991,1.5,103,1,0.804,0.883,0.877
93678674,1993,2.273,102,1,0.986,0.929,0.862
93678779,1992,3.333,103,1,0.986,0.929,0.862
93710092,1995,2.583,87,1,0.924,0.913,0.782
93710182,1996,2.286,119,1,0.953,0.927,0.824
93710217,1996,2.714,58,0,0.988,0.928,0.922
93710318,1996,2.133,99,1,0.932,0.975,0.903
93710319,1996,1.5,108,1,0.762,0.937,0.608
93710356,1996,1.533,75,0,0.966,0.955,0.682
93710397,1995,2.667,91,1,0.918,0.895,0.757
93710450,1996,2.714,93,1,0.969,0.916,0.587
93710489,1994,2.714,119,1,0.965,0.932,0.696
93710587,1994,3.143,75,1,0.986,0.934,0.689
93711876,1996,2.929,96,1,0.776,0.956,0.901
93711961,1996,3.111,106,1,0.902,0.962,0.926
93712210,1996,1.917,100,1,0.865,0.948,0.769
93712270,1995,3.5,104,1,0.643,0.94,0.852
93712272,1995,1,100,1,0.6,0.945,0.97
93712292,1995,2.143,111,0,0.921,0.938,0.836
93712295,1995,3.429,103,1,0.852,0.937,0.836
93712347,1996,2.9,91,1,0.888,0.876,0.851
93712399,1993,3.571,107,1,0.852,0.937,0.836
93713033,1996,4,106,1,0.953,0.936,0.976
93713294,1995,1.286,102,1,0.783,0.938,0.705
93713335,1996,3.429,106,1,0.942,0.905,0.925
93714021,1996,3.571,104,1,0.994,0.891,0.807
93714082,1996,2.467,107,1,0.717,0.937,0.814
93714087,1995,1.5,111,0,0.813,0.927,0.86
93714092,1996,2.929,106,1,0.808,0.862,0.64
93714111,1995,0.3,82,0,0.998,0.92,0.801
93714126,1996,2.286,95,1,0.888,0.923,0.849
93714190,1996,1.833,87,1,0.699,0.915,0.91
93714234,1996,2.667,83,1,0.762,0.906,0.886
93714236,1996,2.875,86,0,0.744,0.736,0.891
93714292,1996,1.444,81,1,0.665,0.963,0.855
93714398,1996,1.583,104,1,0.927,0.934,0.855
93714890,1995,2.667,106,1,0.785,0.889,0.834
93714896,1996,1.308,85,1,0.772,0.903,0.826
93714941,1994,1.571,116,1,0.765,0.88,0.767
93714984,1996,3.733,119,1,0.654,0.873,0.753
93715362,1995,3.643,104,1,0.529,0.897,0.932
93715922,1996,0.769,67,1,0.64,0.947,0.863
93715932,1996,2.444,75,1,0.834,0.892,0.731
93715933,1996,2.375,112,1,0.879,0.927,0.809
93715937,1995,3.25,86,1,0.999,0.919,0.993
93715982,1995,3.429,107,1,0.641,0.917,0.958
93715990,1996,2.083,106,1,0.82,0.929,0.858
93716058,1995,2.643,107,1,0.833,0.899,0.842
93716092,1995,1.714,75,1,0.539,0.951,0.892
93716159,1995,2.692,104,1,0.914,0.857,0.838
93716196,1995,2.571,95,1,0.601,0.906,0.845
93716260,1995,2.364,86,1,0.878,0.918,0.782
93716333,1996,2.071,96,1,0.998,0.958,0.889
93716352,1996,4,107,1,0.833,0.899,0.842
93716424,1996,2.867,103,1,0.88,0.911,0.797
93716669,1996,2.786,89,1,0.969,0.907,0.897
93716905,1995,1.917,102,1,0.738,0.834,0.827
93716915,1996,3.867,106,1,0.963,0.943,0.805
93716921,1996,3.813,106,1,0.911,0.853,0.829
93716927,1996,3.923,118,1,0.971,0.917,0.866
93716970,1996,4,118,1,0.673,0.956,0.866
93716975,1995,2.231,90,0,0.673,0.956,0.866
93716976,1995,3.353,104,1,0.673,0.956,0.866
93716993,1994,1.833,82,1,0.681,0.941,0.95
93717162,1995,3.4,107,1,0.961,0.947,0.744
93717265,1994,3.786,103,1,0.961,0.947,0.744
93717464,1994,1.786,71,1,0.728,0.942,0.862
93717868,1994,2.429,73,1,0.56,0.911,0.876
93717869,1996,2.308,95,0,0.788,0.946,0.834
93717967,1996,2.929,106,0,0.56,0.911,0.876
93718017,1995,0.5,61,0,0.783,0.912,0.718
93718046,1995,2.778,118,1,0.961,0.909,0.873
93718123,1996,2.5,89,1,0.94,0.898,0.909
93718129,1996,3,86,1,0.788,0.868,0.873
93718173,1996,2.583,103,1,0.896,0.937,0.883
93718273,1996,2.583,116,1,0.598,0.891,0.863
93718280,1995,1.588,78,1,0.961,0.93,0.97
93718316,1995,1.625,73,0,0.847,0.955,0.856
93718326,1995,3.333,120,1,0.904,0.882,0.881
93718368,1996,2.167,78,1,0.941,0.921,0.95
93718377,1996,0,91,0,0.963,0.939,0.783
93718943,1996,2.875,104,1,0.89,0.945,0.903
93718944,1996,3,102,1,0.89,0.945,0.903
93719938,1996,2.889,89,1,0.824,0.948,0.955
93719972,1996,3.583,120,1,0.76,0.895,0.808
94316255,1996,3,82,1,0.99,0.911,0.879
94500172,1992,3.583,118,1,0.895,0.952,0.832
94500212,1991,4,107,1,0.874,0.933,0.963
94500284,1992,2.286,107,1,0.991,0.907,0.857
94500619,1991,2.75,94,0,0.877,0.919,0.873
94500878,1992,3.167,104,1,0.972,0.946,0.829
94500925,1992,3.5,99,1,0.721,0.909,0.743
94501957,1993,3.286,103,1,0.722,0.951,0.862
94503030,1992,2.2,114,1,0.697,0.941,0.934
94503036,1993,3.429,119,1,0.906,0.975,0.816
94503334,1992,2.5,122,1,0.825,0.92,0.941
94503834,1992,2.429,110,1,0.953,0.889,0.618
94503902,1992,2.833,106,1,0.807,0.929,0.812
94503909,1994,1.929,106,0,0.781,0.922,0.622
94504082,1993,2.929,104,1,0.907,0.948,0.805
94504188,1993,2.083,112,1,0.654,0.873,0.753
94504325,1993,4,122,1,0.538,0.92,0.789
94504708,1996,3.417,118,1,0.743,0.941,0.936
94504991,1992,1.286,91,0,0.742,0.925,0.793
94506051,1993,2.938,104,1,0.956,0.896,0.812
94506190,1991,1.769,81,1,0.872,0.926,0.93
94506247,1991,2.75,91,1,0.704,0.894,0.946
94506271,1992,1.5,91,1,0.974,0.912,0.74
94506321,1993,3.111,114,1,0.922,0.964,0.745
94506340,1992,1.923,83,1,0.574,0.893,0.937
94506342,1994,3.75,91,1,0.574,0.893,0.937
94506376,1993,3.417,89,1,0.993,0.89,0.799
94506933,1992,4,119,1,0.979,0.894,0.833
94506999,1992,2.615,102,1,0.708,0.894,0.855
94508068,1993,1.333,98,1,0.757,0.897,0.886
94508165,1993,2.333,119,1,0.925,0.818,0.86
94508237,1994,2.083,99,1,0.941,0.925,0.904
94508423,1992,3.667,116,1,0.984,0.946,0.92
94508567,1994,2.857,87,1,0.989,0.954,0.808
94508662,1993,3.25,119,1,0.616,0.916,0.798
94508679,1991,4,104,1,0.901,0.804,0.893
94508733,1994,3.417,116,1,0.874,0.905,0.821
94540311,1991,3.556,118,1,0.817,0.937,0.742
94543807,1992,1.917,94,1,0.877,0.949,0.839
94543907,1994,3,108,1,0.847,0.947,0.875
94544304,1994,2.154,44,1,0.694,0.918,0.83
94546874,1993,3.063,106,1,0.946,0.913,0.803
94548379,1992,4,115,1,0.904,0.943,0.856
94548977,1993,4,116,1,0.896,0.937,0.883
94570029,1996,2.889,108,1,0.721,0.909,0.743
94570078,1991,1.545,93,1,0.97,0.936,0.903
94570083,1993,1.571,110,1,0.872,0.874,0.796
94570097,1992,1.667,111,1,0.958,0.929,0.827
94570151,1993,0.154,78,1,0.986,0.892,0.795
94570220,1993,2.059,112,1,0.823,0.908,0.727
94570320,1996,3.125,103,1,0.948,0.875,0.826
94570384,1993,3,115,1,0.942,0.891,0.825
94570476,1992,2.5,111,1,0.844,0.94,0.963
94570479,1994,2.643,106,1,0.91,0.972,0.792
94570493,1991,3.083,91,1,0.89,0.918,0.836
94570526,1991,2.875,107,1,0.794,0.906,0.813
94570620,1991,2.778,100,1,0.779,0.921,0.868
94570694,1994,2.333,78,1,0.53,0.904,0.834
94570696,1992,2.417,108,1,0.646,0.852,0.95
94570699,1993,2.5,85,1,0.924,0.913,0.782
94570851,1992,1.9,81,1,0.986,0.892,0.795
94570914,1992,3.286,89,1,0.908,0.905,0.872
94570920,1992,3.125,106,1,0.51,0.923,0.79
94570921,1994,2,116,1,0.51,0.923,0.79
94571009,1993,1.625,106,1,0.545,0.936,0.821
94571010,1991,2.286,114,1,0.904,0.931,0.835
94571015,1992,2.5,120,1,0.843,0.913,0.76
94571074,1994,2,78,1,0.645,0.887,0.824
94571100,1991,1.714,111,1,0.704,0.913,0.87
94571176,1994,3,93,1,0.885,0.937,0.89
94571279,1994,0.615,73,0,0.49,0.967,0.921
94571310,1995,3,85,1,0.843,0.913,0.76
94571364,1992,3,107,1,0.903,0.887,0.804
94571367,1991,2.5,91,1,0.984,0.963,0.93
94571468,1994,3.636,118,1,0.753,0.873,0.936
94571502,1994,3.714,108,1,0.758,0.907,0.901
94571818,1996,3.625,93,1,0.904,0.931,0.835
94571870,1996,0.25,77,1,0.942,0.921,0.917
94571903,1991,2.125,115,1,0.552,0.921,0.854
94571906,1996,2.286,106,1,0.704,0.913,0.87
94571910,1993,1.286,86,0,0.63,0.922,0.854
94571971,1994,0.615,111,0,0.942,0.921,0.917
94572040,1992,3.333,120,1,0.855,0.91,0.856
94572046,1993,1.833,106,1,0.888,0.876,0.851
94572066,1994,4,112,1,0.593,0.944,0.954
94572104,1991,3.714,103,1,0.814,0.829,0.84
94572160,1991,1.571,96,1,0.847,0.921,0.897
94572194,1994,3.143,119,1,0.921,0.938,0.836
94572208,1992,3.071,104,1,0.814,0.829,0.84
94572220,1993,1.643,89,0,0.589,0.887,0.836
94572227,1993,1.143,82,1,0.589,0.887,0.836
94572263,1992,2.267,119,1,0.791,0.944,0.849
94572285,1991,2.133,93,1,0.83,0.917,0.84
94572288,1992,2.8,103,1,0.83,0.917,0.84
94572308,1994,3.632,106,1,0.814,0.829,0.84
94572326,1995,2.077,89,1,0.589,0.887,0.836
94572343,1991,1.333,100,1,0.987,0.922,0.674
94572380,1994,2.75,87,1,0.744,0.94,0.936
94572385,1993,3.813,115,1,0.462,0.922,0.822
94572396,1993,2.5,78,1,0.921,0.938,0.836
