aid,year,gpa,pvt,grad,fam_mig,fam_inc,fam_edu
98715250,1996,2,83,1,0.413,0.887,0.811
98715263,1996,2.867,119,1,0.588,0.934,0.975
98715983,1995,2.786,115,0,0.939,0.949,0.88
98715986,1996,1.857,89,1,0.641,0.917,0.958
98715994,1996,2.286,116,1,0.864,0.842,0.881
98716010,1996,1.385,114,1,0.964,0.942,0.769
98716054,1995,0,104,0,0.849,0.842,0.831
98716066,1996,1.143,91,1,0.935,0.885,0.799
98716165,1996,1.714,118,1,0.878,0.918,0.782
98716167,1995,3.125,120,1,0.979,0.916,0.833
98716229,1995,3.533,114,1,0.871,0.893,0.671
98716251,1996,3.938,107,1,0.715,0.896,0.897
98716390,1994,2.917,111,1,0.578,0.915,0.866
98716423,1995,3.333,103,1,0.916,0.876,0.835
98716827,1996,2.846,89,1,0.736,0.907,0.883
98716897,1994,2.25,108,1,0.713,0.924,0.859
98716976,1995,3.733,115,1,0.673,0.956,0.866
98716978,1995,3.75,116,1,0.976,0.934,0.779
98717163,1995,3.462,106,1,0.949,0.93,0.91
98717263,1995,1.143,104,0,0.647,0.931,0.832
98718108,1996,1.5,107,1,0.755,0.969,0.965
98718112,1996,2.5,108,1,0.57,0.96,0.978
98718119,1994,4,106,1,0.847,0.955,0.856
98718174,1995,2.167,107,1,0.662,0.896,0.686
98718206,1995,1.4,87,1,0.837,0.882,0.943
98718248,1996,0.25,107,1,0.77,0.937,0.81
98718270,1996,1.5,83,1,0.731,0.862,0.793
98718293,1996,1.8,74,0,0.678,0.945,0.893
98718297,1996,3.5,79,1,0.678,0.945,0.893
98718910,1996,2.625,93,1,0.741,0.904,0.818
98718912,1996,3,110,1,0.847,0.955,0.856
98718974,1996,2.333,108,1,0.827,0.846,0.739
98718987,1995,1.063,78,1,0.824,0.893,0.739
98718989,1995,3.786,112,1,0.914,0.932,0.911
98718998,1995,2,82,1,0.678,0.945,0.893
98719270,1995,1.417,99,0,0.836,0.948,0.83
98719277,1995,2.333,115,1,0.836,0.948,0.83
98719932,1996,2.875,87,1,0.795,0.819,0.715
98719935,1996,3.125,93,1,0.748,0.954,0.95
99316152,1995,1.917,107,1,0.99,0.917,0.922
99374972,1995,2.875,110,1,0.817,0.919,0.883
99374973,1995,2,108,1,0.694,0.927,0.905
99374974,1996,2.714,119,1,0.694,0.927,0.905
99500010,1991,1.083,108,0,0.773,0.939,0.87
99500087,1991,2.857,108,1,0.715,0.901,0.762
99500115,1992,2.8,73,1,0.915,0.87,0.817
99500139,1991,1.929,78,1,0.856,0.934,0.912
99500183,1991,3.143,107,1,0.794,0.962,0.905
99500238,1993,1.75,91,1,0.688,0.903,0.836
99500276,1991,3.667,118,1,0.947,0.934,0.905
99500417,1991,2.75,107,1,0.768,0.955,0.839
99500813,1994,3,91,1,0.787,0.935,0.911
99500857,1992,2,75,1,0.78,0.838,0.741
99503707,1992,3.5,111,1,0.818,0.896,0.831
99503838,1994,3.8,104,1,0.431,0.828,0.733
99504049,1992,4,104,1,0.862,0.912,0.925
99504100,1994,2.583,108,1,0.591,0.917,0.821
99504105,1991,2.75,114,1,0.523,0.881,0.785
99504144,1993,3.583,98,1,0.992,0.933,0.82
99504205,1994,3.5,116,1,0.514,0.862,0.906
99504520,1993,3.357,102,1,0.999,0.92,0.965
99504703,1993,3.583,119,1,0.99,0.946,0.82
99504720,1993,2.857,116,0,0.964,0.911,0.99
99504849,1993,2.25,78,1,0.817,0.938,0.834
99504905,1993,3.214,114,1,0.798,0.915,0.839
99506026,1991,3.417,111,1,0.965,0.905,0.989
99506149,1992,1.833,95,1,0.821,0.907,0.954
99506263,1993,4,120,1,0.886,0.941,0.851
99506266,1994,3.357,107,1,0.611,0.839,0.672
99506342,1991,0.667,95,0,0.935,0.961,0.932
99506360,1991,3.714,120,1,0.854,0.964,0.922
99506578,1991,3.75,119,1,0.94,0.915,0.777
99506935,1993,2.533,110,1,0.587,0.904,0.839
99506981,1994,3,91,1,0.928,0.972,0.882
99507018,1992,0.786,98,1,0.885,0.913,0.967
99507057,1993,2,91,1,0.924,0.921,0.898
99507059,1992,1.857,106,1,0.92,0.948,0.837
99507351,1994,1.75,107,1,0.827,0.973,0.92
99507853,1992,3.167,83,1,0.831,0.943,0.864
99507857,1991,2.167,83,1,0.831,0.943,0.864
99507859,1993,1.917,83,0,0.979,0.909,0.877
99507981,1991,1.429,62,1,0.798,0.935,0.832
99507986,1993,2.143,87,1,0.815,0.959,0.902
99508077,1993,3.7,108,1,0.901,0.804,0.893
99508120,1994,2.917,94,1,0.834,0.892,0.884
99508327,1991,2.857,86,1,0.99,0.926,0.885
99508430,1992,1.429,90,1,0.852,0.888,0.712
99508537,1992,3.917,106,1,0.908,0.901,0.862
99508822,1994,3.167,106,1,0.834,0.892,0.884
99540917,1991,2.769,110,1,0.749,0.931,0.676
99543908,1992,2.25,10,1,0.807,0.929,0.812
99544087,1991,2.875,119,1,0.933,0.931,0.897
99544202,1993,3.083,114,1,0.964,0.956,0.709
99546678,1992,3.778,102,1,0.673,0.956,0.866
99570022,1994,3.192,119,0,0.694,0.961,0.796
99570091,1994,1.333,106,1,0.918,0.895,0.757
99570327,1991,3,107,1,0.794,0.906,0.813
99570390,1992,1.364,95,1,0.788,0.823,0.804
99570393,1994,3.083,99,1,0.701,0.887,0.799
99570398,1991,3.417,103,1,0.701,0.887,0.799
99570527,1994,3.125,87,1,0.51,0.923,0.79
99570695,1991,2.417,114,1,0.89,0.918,0.836
99570725,1992,2.375,108,1,0.839,0.905,0.881
99570891,1992,2.75,111,1,0.795,0.891,0.807
99570920,1996,3.286,83,1,0.948,0.875,0.826
99571065,1993,3.6,99,1,0.903,0.887,0.804
99571111,1996,3,107,1,0.875,0.858,0.903
99571157,1993,3.286,120,1,0.705,0.924,0.883
99571170,1992,1.333,103,0,0.575,0.94,0.84
99571202,1994,2.857,106,1,0.545,0.936,0.821
99571215,1994,4,111,1,0.904,0.931,0.835
99571263,1994,2.667,110,1,0.908,0.91,0.896
99571273,1994,0.692,91,0,0.962,0.982,0.987
99571301,1993,3.5,91,1,0.911,0.909,0.919
99571316,1996,3.571,104,1,0.904,0.931,0.835
99571353,1991,2.333,118,1,0.998,0.911,0.672
99571369,1994,3.222,116,1,0.749,0.839,0.817
99571375,1992,1.5,83,0,0.725,0.97,0.933
99571419,1993,0.889,90,1,0.843,0.913,0.76
99571478,1994,1.5,79,0,0.857,0.957,0.926
99571500,1994,2,111,1,0.565,0.898,0.899
99571664,1993,3.375,90,1,0.873,0.903,0.92
99571818,1995,2.889,87,1,0.91,0.965,0.932
99571916,1993,1.625,102,1,0.939,0.933,0.865
99571950,1991,3.5,108,1,0.913,0.922,0.833
99572042,1993,2.333,98,1,0.972,0.885,0.769
99572110,1994,1.273,90,1,0.893,0.947,0.919
99572221,1992,2.857,96,1,0.862,0.915,0.831
99572227,1994,2.429,85,0,0.862,0.915,0.831
99572228,1993,0.929,95,1,0.855,0.912,0.789
99572263,1996,4,107,1,0.626,0.935,0.84
99572272,1993,2.333,90,1,0.839,0.959,0.67
99572277,1993,2.25,103,1,0.6,0.945,0.97
99572283,1994,2.857,70,1,0.699,0.949,0.921
99572288,1994,2.188,86,1,0.744,0.94,0.936
99572317,1993,2.545,94,1,0.853,0.869,0.865
99572326,1995,2.4,90,1,0.862,0.915,0.831
99572367,1991,3.267,120,1,0.806,0.955,0.939
99572384,1993,3.143,112,1,0.699,0.949,0.921
99572386,1992,2.313,75,1,0.744,0.94,0.936
99572389,1993,3.667,104,1,0.699,0.949,0.921
99572392,1994,3.8,106,1,0.921,0.938,0.836
99572465,1994,1.462,110,1,0.626,0.935,0.84
99572467,1993,2.167,104,1,0.626,0.935,0.84
99572569,1994,3.714,106,1,0.859,0.936,0.914
99572643,1992,1.2,81,1,0.972,0.885,0.769
99572662,1994,3.071,119,1,0.797,0.943,0.986
99572875,1994,2.25,75,1,0.82,0.858,0.772
99572924,1993,2.6,91,1,0.855,0.912,0.789
99572925,1991,1.929,82,1,0.862,0.915,0.831
99572944,1992,3.167,116,1,0.888,0.876,0.851
99572962,1993,3.071,100,1,0.757,0.936,0.817
99572975,1994,3,110,1,0.643,0.94,0.852
99572983,1991,3.25,104,1,0.958,0.956,0.892
99572984,1993,2.813,107,1,0.699,0.949,0.921
99572988,1994,2.778,79,1,0.744,0.94,0.936
99573014,1995,2.714,100,1,0.935,0.931,0.856
99573036,1992,1.714,110,1,0.972,0.86,0.742
99573038,1991,3.563,120,1,0.914,0.933,0.864
99573216,1991,2,107,1,0.705,0.941,0.919
99573251,1992,3.133,106,1,0.987,0.919,0.884
99573253,1991,3.8,108,1,0.85,0.902,0.806
99573257,1993,1.438,85,0,0.872,0.931,0.878
99573258,1992,1.25,111,1,0.935,0.905,0.853
99573295,1991,1.667,102,1,0.852,0.959,0.919
99573314,1992,3,90,1,0.703,0.92,0.843
99573316,1996,2.143,110,1,0.856,0.927,0.901
99573394,1993,3.643,103,1,0.799,0.919,0.861
99573637,1991,1.571,91,0,0.894,0.899,0.96
99573691,1994,2.5,104,1,0.702,0.93,0.923
99573692,1991,2.643,85,1,0.613,0.947,0.898
99573817,1993,3.429,103,1,0.856,0.927,0.901
99573898,1993,2.714,106,1,0.783,0.938,0.705
99573944,1991,2.5,104,1,0.712,0.931,0.927
99573947,1996,2,104,1,0.83,0.938,0.872
99573952,1994,2.118,120,1,0.898,0.889,0.801
99573955,1993,3.333,95,1,0.981,0.882,0.868
99573957,1996,2.833,94,1,0.872,0.931,0.878
99573958,1993,3.923,118,1,0.981,0.882,0.868
99573959,1993,1.214,102,0,0.952,0.924,0.836
99573992,1993,3.857,119,1,0.804,0.969,0.919
99573999,1996,3.5,102,1,0.783,0.938,0.705
99574097,1993,1.273,81,0,0.866,0.905,0.763
99574116,1991,1.214,94,1,0.727,0.945,0.926
99574118,1992,1.5,112,1,0.566,0.935,0.804
99574137,1993,1.5,83,1,0.803,0.623,0.799
99574199,1992,2.417,95,1,0.772,0.903,0.826
99574211,1992,3.214,118,1,0.203,0.838,0.874
99574415,1994,1.571,91,0,0.861,0.947,0.883
99574437,1992,1.5,83,1,0.818,0.933,0.887
99574499,1991,3.846,103,1,0.817,0.867,0.809
99574615,1992,1.143,94,1,0.905,0.902,0.819
99574644,1993,0,102,0,0.817,0.938,0.834
99574686,1994,2.769,116,1,0.717,0.937,0.814
99574729,1994,3.357,103,1,0.861,0.902,0.802
99574804,1996,3.714,119,1,0.523,0.881,0.785
99574808,1993,2.083,119,1,0.774,0.871,0.915
99574899,1994,3.615,107,1,0.654,0.859,0.802
99575001,1994,2.5,107,1,0.903,0.922,0.876
99575018,1993,2,110,1,0.788,0.915,0.896
99575019,1994,2,104,1,0.645,0.873,0.856
99575081,1993,4,111,1,0.781,0.934,0.823
99575087,1992,3.583,96,1,0.781,0.934,0.823
99575090,1992,3.5,110,1,0.904,0.903,0.878
99575096,1993,3.143,111,1,0.986,0.955,0.812
99575118,1991,4,120,1,0.645,0.873,0.856
99575131,1994,2.5,100,1,0.791,0.936,0.907
99575134,1992,1.7,120,1,0.865,0.905,0.845
99575154,1993,2.143,87,1,0.676,0.908,0.727
99575179,1991,2.667,120,1,0.564,0.931,0.991
99575185,1993,3.4,89,1,0.525,0.915,0.994
99575186,1993,1.917,87,0,0.679,0.95,0.871
99575216,1992,0.75,102,1,0.708,0.898,0.922
99575237,1992,1.889,106,1,0.723,0.932,0.803
99575240,1995,3,107,1,0.518,0.923,0.848
99575242,1992,2.417,104,1,0.825,0.924,0.772
99575248,1992,2,104,1,0.709,0.879,0.752
99575259,1995,2.3,102,1,0.767,0.951,0.905
99575260,1994,2.267,110,1,0.588,0.934,0.975
99575291,1992,3.5,108,1,0.731,0.793,0.901
99575305,1994,2.875,112,1,0.926,0.956,0.918
99575335,1993,2.6,79,1,0.805,0.925,0.945
99575381,1991,3.167,106,1,0.834,0.918,0.89
99575400,1996,3.571,99,1,0.754,0.944,0.923
99575405,1994,3,86,1,0.872,0.905,0.954
99575473,1993,3.938,119,1,0.564,0.931,0.991
99575579,1994,1.733,104,1,0.564,0.931,0.991
99575621,1994,1,77,0,0.584,0.972,0.974
99575626,1993,3.25,108,1,0.858,0.899,0.92
99575672,1991,2.267,107,1,0.564,0.931,0.991
99575805,1991,3.571,111,1,0.903,0.922,0.876
99575871,1994,2.6,115,1,0.564,0.931,0.991
99575879,1994,2.933,111,1,0.564,0.931,0.991
99575903,1993,2.75,104,1,0.783,0.918,0.991
99575930,1991,2.1,85,1,0.896,0.904,0.799
99575941,1994,3.929,107,1,0.745,0.826,0.901
99575946,1993,3.143,114,1,0.959,0.951,0.943
99575947,1991,2.929,107,1,0.435,0.938,0.964
99575949,1992,3.5,118,1,0.691,0.888,0.906
99576007,1991,1.1,102,0,0.753,0.879,0.584
99576009,1993,1,95,0,0.953,0.964,0.847
99576011,1992,3.643,114,1,0.838,0.837,0.748
99576055,1991,2.083,83,0,0.973,0.906,0.919
99576112,1992,1.929,91,0,0.922,0.946,0.816
99576146,1992,3.5,106,1,0.792,0.915,0.97
99576168,1994,2.385,112,1,0.878,0.918,0.782
99576206,1994,3.154,120,1,0.953,0.964,0.847
99576343,1995,3.417,83,1,0.75,0.916,0.988
99576347,1992,3.833,116,1,0.587,0.956,0.868
99576364,1992,2.286,112,1,0.969,0.907,0.897
99576456,1991,2.917,119,1,0.702,0.932,0.808
99576466,1993,3.545,103,1,0.868,0.834,0.858
99576544,1996,3.167,116,1,0.979,0.894,0.899
99576589,1991,2.167,122,0,0.9,0.889,0.865
99576705,1992,3.333,115,1,0.914,0.873,0.857
99576818,1994,3.143,106,1,0.864,0.948,0.811
99576843,1995,3.833,99,1,0.955,0.906,0.974
99576912,1991,3.214,114,1,0.963,0.943,0.805
99576925,1994,1.714,108,1,0.99,0.852,0.885
99576938,1992,0.778,108,1,0.971,0.923,0.939
99576983,1992,2.917,110,1,0.859,0.938,0.883
99577123,1996,2.625,114,1,0.916,0.93,0.869
99577127,1996,3.364,107,1,0.613,0.939,0.867
99577250,1994,2.4,83,1,0.794,0.938,0.859
99577265,1993,1.667,103,1,0.678,0.927,0.886
99577322,1995,3.143,116,1,0.801,0.634,0.59
99577358,1992,2.5,83,1,0.906,0.85,0.74
99577480,1994,3,102,1,0.885,0.966,0.871
99577517,1993,1.3,100,0,0.924,0.944,0.946
99577882,1991,3.5,81,0,0.776,0.976,0.87
99577923,1991,3.167,118,1,0.866,0.913,0.739
99577988,1993,1.267,69,0,0.806,0.955,0.851
99578019,1992,2.5,83,1,0.81,0.923,0.887
99578226,1994,1.917,116,1,0.886,0.935,0.864
99578289,1991,1.231,82,1,0.961,0.93,0.97
99578303,1992,2.571,83,1,0.88,0.95,0.956
99578312,1993,1,87,1,0.798,0.979,0.987
99578348,1992,3.125,102,1,0.966,0.927,0.833
99578414,1994,3.125,107,1,0.847,0.955,0.856
99578516,1993,3.833,112,1,0.81,0.923,0.887
99578580,1993,1.286,99,0,0.908,0.854,0.846
99578611,1991,2.857,107,1,0.798,0.979,0.987
99578729,1994,2.833,102,1,0.81,0.931,0.919
99578742,1991,2.333,103,1,0.89,0.945,0.903
99578784,1991,1.917,78,1,0.766,0.815,0.477
99578933,1993,2.25,91,1,0.941,0.925,0.904
99578941,1993,3.25,77,1,0.901,0.956,0.832
99578944,1991,2.625,106,1,0.903,0.948,0.868
99579176,1993,2,114,1,0.819,0.952,0.803
99579233,1994,2.167,85,1,0.876,0.936,0.93
99579242,1992,2.7,106,1,0.803,0.945,0.799
99579249,1996,0.429,99,0,0.979,0.921,0.697
99579266,1996,3.25,115,1,0.662,0.978,0.958
99579270,1994,1.417,89,1,0.856,0.951,0.833
99579273,1991,1.917,108,0,0.873,0.957,0.855
99579277,1992,2.333,107,1,0.873,0.957,0.855
99579291,1992,2.571,106,1,0.795,0.938,0.838
99579294,1993,3.611,116,1,0.795,0.938,0.838
99579335,1993,1.875,91,1,0.748,0.954,0.95
99579337,1991,3.375,107,1,0.866,0.932,0.948
99579931,1992,2.25,79,1,0.866,0.932,0.948
99579939,1992,3.625,90,1,0.779,0.944,0.984
99579947,1993,3,104,1,0.825,0.934,0.783
99579964,1994,2.846,99,1,0.709,0.95,0.8
99579966,1994,2.583,104,1,0.741,0.953,0.902
99579979,1992,2.167,106,1,0.836,0.948,0.83
99579981,1996,3.5,95,1,0.986,0.875,0.771
99579987,1996,3.125,114,1,0.976,0.891,0.895
99579995,1993,1.222,82,1,0.785,0.958,0.822
99579998,1995,2.286,102,1,0.795,0.938,0.838
99590150,1991,2.111,32,1,0.986,0.892,0.795
99590351,1992,1.909,104,0,0.911,0.952,0.907
99606925,1992,1.533,89,0,0.859,0.954,0.847
99614073,1993,2.286,87,1,0.624,0.912,0.892
99614278,1992,2.545,91,1,0.891,0.931,0.908
99614475,1992,2.143,107,1,0.893,0.955,0.982
99614970,1994,2.429,83,1,0.859,0.944,0.821
99614971,1992,1.875,106,1,0.624,0.912,0.892
99619364,1995,1.059,106,1,0.875,0.87,0.801
99619460,1992,3.313,116,1,0.905,0.955,0.977
99619860,1996,4,118,1,0.905,0.955,0.977
99636350,1994,3.25,106,1,0.8,0.95,0.887
99676126,1993,3,73,1,0.761,0.939,0.914
99676320,1993,2,102,0,0.81,0.953,0.884
99676357,1994,2,83,1,0.946,0.925,0.824
99676658,1991,2.154,74,1,0.922,0.942,0.885
99676853,1993,2.538,103,1,0.802,0.78,0.942
99678179,1993,3,119,1,0.926,0.935,0.871
99678576,1992,1.143,104,1,0.883,0.915,0.832
99678670,1992,2.5,114,1,0.883,0.915,0.832
99678677,1994,2.429,115,1,0.864,0.944,0.829
99678877,1994,1.929,116,1,0.926,0.935,0.871
99678978,1991,4,115,1,0.864,0.944,0.829
99710050,1996,2.077,78,1,0.915,0.946,0.786
99710084,1995,1.286,95,1,0.992,0.917,0.759
99710096,1995,3.583,119,1,0.788,0.823,0.804
99710181,1995,3.429,108,1,0.811,0.913,0.853
99710187,1994,1.333,93,0,0.934,0.872,0.642
99710298,1996,3.714,107,1,0.699,0.933,0.686
99710315,1996,1.25,75,0,0.917,0.949,0.814
99710319,1995,3.167,74,0,0.958,0.951,0.999
99710689,1994,3.286,107,1,0.953,0.927,0.824
99711172,1995,2.882,107,1,0.785,0.962,0.943
99711176,1996,0.308,90,1,0.645,0.887,0.824
99711177,1996,3,89,1,0.904,0.965,0.883
99712041,1995,3.111,100,1,0.917,0.884,0.843
99712172,1996,2,100,1,0.478,0.9,0.777
99712176,1995,3.857,108,1,0.529,0.949,0.781
99712216,1996,2.769,83,1,0.853,0.869,0.865
99712217,1995,3.462,116,1,0.78,0.907,0.87
99712218,1995,3,75,0,0.853,0.869,0.865
99712240,1996,4,107,1,0.792,0.957,0.908
99712242,1996,1.444,100,1,0.875,0.921,0.829
99712274,1996,2.5,83,1,0.786,0.945,0.864
99712371,1996,3.333,81,1,0.82,0.858,0.772
99712394,1996,4,116,1,0.921,0.938,0.836
99712901,1996,3.563,108,1,0.591,0.874,0.864
99712902,1995,3.278,116,1,0.591,0.874,0.864
99712905,1996,3.071,104,1,0.591,0.874,0.864
99712907,1995,3.385,103,1,0.591,0.874,0.864
99713094,1995,2.857,102,1,0.783,0.938,0.705
99713197,1996,3.625,106,1,0.799,0.919,0.861
99713300,1995,2.867,111,1,0.839,0.933,0.804
99713392,1996,3.5,104,1,0.804,0.969,0.919
99713400,1996,3.125,93,1,0.555,0.921,0.902
99713934,1996,3.429,122,1,0.88,0.924,0.96
99713999,1995,2,104,1,0.821,0.909,0.766
99714126,1995,3.667,87,1,0.855,0.847,0.773
99714185,1996,2.077,87,1,0.654,0.873,0.753
99714324,1995,3.071,99,1,0.839,0.831,0.748
99714346,1996,3.583,106,1,0.893,0.933,0.957
99714387,1996,2.462,104,1,0.786,0.914,0.646
99714927,1995,1.364,107,0,0.857,0.898,0.815
99715029,1996,2.133,85,1,0.74,0.961,0.97
99715095,1995,4,119,1,0.83,0.936,0.79
99715286,1995,2.786,115,1,0.939,0.949,0.88
99715352,1995,2.5,100,1,0.862,0.939,0.963
99715358,1994,2,83,0,0.753,0.96,0.905
99715365,1995,2.714,91,1,0.588,0.934,0.975
99715934,1996,3,111,1,0.834,0.892,0.731
99715939,1996,2.5,75,1,0.85,0.946,0.857
99715985,1996,4,110,1,0.781,0.934,0.823
99716062,1995,3.143,91,1,0.651,0.905,0.887
99716092,1995,3,87,1,0.713,0.924,0.859
99716186,1995,4,122,1,0.501,0.924,0.766
99716235,1996,3.941,91,1,0.962,0.882,0.994
99716258,1996,3.071,111,1,0.705,0.918,0.831
99716285,1996,1.75,83,1,0.983,0.952,0.911
99716352,1996,2.65,87,1,0.861,0.927,0.817
99716369,1996,0.333,99,0,0.919,0.928,0.811
99716892,1994,3.083,108,1,0.713,0.924,0.859
99716902,1995,3.5,93,1,0.914,0.873,0.857
99716903,1995,3.583,103,1,0.933,0.826,0.855
99716905,1996,3.083,111,1,0.861,0.911,0.704
99716929,1996,3.333,103,1,0.911,0.853,0.829
99716958,1996,3.733,107,1,0.833,0.832,0.888
99716970,1995,4,100,1,0.993,0.89,0.799
99716971,1996,4,110,1,0.82,0.914,0.813
99716979,1996,2.5,82,1,0.673,0.956,0.866
99717365,1996,2.357,106,1,0.949,0.93,0.91
99717366,1994,3.857,107,1,0.961,0.947,0.744
99717861,1996,1.857,102,1,0.678,0.927,0.886
99717911,1995,3,99,1,0.811,0.937,0.876
99717916,1996,3.75,107,1,0.811,0.937,0.876
99717917,1995,2.667,102,1,0.699,0.971,0.878
99717919,1995,3.143,111,1,0.811,0.937,0.876
99718014,1995,1.875,83,1,0.545,0.929,0.776
99718015,1995,1.75,90,1,0.798,0.979,0.987
99718016,1996,2,78,0,0.798,0.979,0.987
99718018,1996,2.25,57,0,0.798,0.979,0.987
99718041,1996,3,93,1,0.817,0.928,0.739
99718043,1996,4,103,1,0.77,0.937,0.81
99718088,1996,1.643,73,1,0.961,0.93,0.97
99718305,1995,1.167,90,1,0.767,0.922,0.917
99718310,1996,2,86,1,0.81,0.923,0.887
99718363,1996,1.857,75,1,0.851,0.897,0.728
99718423,1995,2.833,104,1,0.825,0.864,0.755
99718845,1996,2.1,102,1,0.966,0.927,0.833
99718925,1995,2.667,82,1,0.901,0.906,0.905
99718944,1995,3.286,107,1,0.899,0.882,0.79
99719378,1996,3.167,99,1,0.873,0.957,0.855
99719930,1996,3.375,91,1,0.853,0.96,0.917
99719939,1995,2.778,114,1,0.791,0.86,0.995
99719976,1995,2,103,0,0.819,0.952,0.803
